91;3334;514230;1218;5802;63;239;347;2264;10;17
92;4195;4593826;5233;8862;223;247;1386;1721;7;714
93;1868;4131138;5706;7386;5;104;1808;2392;5;57
94;7838;2844357;1010;2199;179;333;1735;348;3;493
95;6608;4706445;3825;2823;97;249;1333;105;9;374
96;211;109214;2826;9840;290;194;379;341;7;836
97;5446;940976;9732;1351;100;26;1791;2966;6;819
98;6303;4422689;2028;2361;349;194;1411;2127;6;223
99;4129;3030641;8955;6608;235;152;548;633;7;628
100;9072;2300433;4314;1171;363;217;1696;2978;3;236
101;4133;4955023;4097;6943;76;16;1272;2753;1;964
102;3563;1778827;9407;9139;295;177;1914;2126;10;133
103;4300;1058242;8803;335;299;348;1102;2530;4;994
104;9087;2325082;6988;9174;83;321;767;456;10;523
105;9926;4827793;6688;1930;355;323;1951;1795;6;497
106;294;547156;9066;7982;299;26;621;1267;1;577
107;8430;4416443;3777;1319;359;352;1366;1919;2;521
108;4972;4479899;5338;9163;237;357;1916;2575;1;574
109;1225;4756269;2993;8434;86;265;414;705;5;608
110;3771;613646;8838;7613;190;63;557;1810;6;306
111;5604;3730223;6933;1284;81;175;1981;390;4;715
112;4537;1184672;1308;9358;80;188;863;1204;6;357
113;2253;176095;99;4862;300;259;1575;2292;2;356
114;3798;4029453;7029;7343;327;279;619;1187;8;148
115;3682;2727691;9505;1132;194;166;684;2192;1;31
116;3036;4036792;9721;6495;298;119;1031;725;8;101
117;5370;2699626;4326;6691;34;99;922;214;4;232
118;4185;3352954;6566;5870;364;292;1428;1103;10;35
119;7435;3647558;6661;4665;298;245;721;538;6;731
120;2721;1898359;4366;9164;308;208;580;1370;5;521
121;1336;4734393;1548;684;352;262;964;2161;6;597
122;4052;3190257;7665;9716;191;131;106;2045;2;555
123;9229;3742662;3630;7407;268;345;324;1903;2;809
124;7013;984834;4513;1833;212;100;1260;1582;2;898
125;315;4979719;3469;8016;85;195;904;2999;3;252
126;49;4830578;2410;6298;316;65;1174;735;6;921
127;7098;715771;2555;9071;25;189;1909;206;4;22
128;2559;2437592;7857;9455;41;111;1887;2340;4;346
129;838;1706997;8000;1745;192;270;84;1918;3;456
130;7735;3704958;6173;1357;139;13;1397;2064;2;175
131;7160;2599586;1628;8815;76;312;802;270;5;886
132;2943;4665586;5196;2646;315;90;979;2244;4;907
133;4099;4912246;2265;2301;356;152;1736;235;9;279
134;3070;3358460;1817;1376;322;253;654;2804;5;388
135;8717;2481873;4584;1598;177;210;1052;993;8;408
136;326;2036990;481;7616;200;85;778;439;8;87
137;2053;3468060;3121;7147;272;177;725;657;2;352
138;3221;4277696;2837;5707;336;294;1553;506;1;718
139;5850;2860929;6032;8610;297;319;762;564;5;666
140;2231;3838895;682;3879;156;177;997;2816;10;18
141;8455;2820677;5460;6576;52;213;813;2320;10;650
142;8383;426600;9532;6712;144;224;274;2573;1;433
143;8252;1089248;5069;8505;57;335;297;293;3;974
144;1011;2822044;268;9722;155;321;700;1584;4;21
145;3787;240994;715;9556;311;90;750;1222;4;928
146;1427;3125643;7978;510;121;48;1800;2786;4;213
147;9631;4063707;4702;477;250;209;700;325;7;527
148;3530;1009397;3382;8981;80;242;1279;2119;5;615
149;3917;1360183;7592;7216;39;186;166;1856;4;296
150;8250;783202;1935;2975;304;128;876;2043;2;395
151;594;2235725;493;5534;240;99;944;318;4;644
152;3009;3868005;2501;7399;252;350;1270;2228;9;560
153;4593;3154937;3406;2665;202;311;922;2399;1;666
154;9759;4972588;3157;8383;24;196;750;1319;5;36
155;6355;4831179;8130;8795;6;31;420;2922;8;552
156;2633;2542418;2858;8013;207;213;396;723;2;810
157;7191;4379813;8264;884;37;46;1706;1549;8;752
158;6314;3858107;6437;3214;364;265;1790;389;4;329
159;7085;4857911;9655;6034;202;258;1505;1840;1;811
160;8252;903639;967;1697;25;57;570;2960;4;814
161;8636;1745449;6862;742;191;153;50;2017;10;384
162;6972;4723028;6676;362;302;72;95;322;4;54
163;6437;3315502;7309;105;202;249;887;947;8;914
164;9293;4681870;6351;2517;11;290;320;993;4;455
165;6444;4819218;4550;1719;325;263;494;609;2;405
166;9762;2558462;1625;1298;289;79;1589;292;9;485
167;3889;1190572;4848;8540;149;164;102;2352;8;471
168;9717;1931698;2852;3673;192;6;13;2201;9;611
169;4295;4746173;1962;4269;20;78;1666;420;10;121
170;5841;3942530;9932;7782;140;63;99;1599;8;41
171;209;1425230;8731;1137;33;212;1541;1049;7;780
172;4343;3609268;6708;1603;54;43;1105;1367;6;946
173;4428;4474015;5643;5949;101;56;1840;490;8;398
174;3391;15713;3896;7443;269;53;635;449;5;325
175;9873;2645788;7076;1819;327;314;547;2790;5;487
176;1994;4970426;4695;3883;207;234;160;621;2;115
177;8954;672667;7158;7629;345;46;874;2343;10;951
178;6303;2639034;5608;2745;96;268;1457;546;7;122
179;6864;1683639;9675;6207;188;210;287;907;10;248
180;8706;202425;1223;5457;84;280;1953;247;3;695
181;5681;1991629;603;4895;77;290;230;1896;6;411
182;4115;2176130;2439;3157;245;363;1190;280;4;998
183;2875;4434934;1727;433;93;50;1436;1648;5;13
184;9612;1304151;5257;5786;206;281;1568;1260;7;453
185;7560;1500811;5472;4122;22;312;1259;1736;6;593
186;3834;3685363;2931;7742;60;354;761;1063;10;767
187;5058;3396609;7024;5180;317;308;1383;2246;2;249
188;2832;1074350;3788;2045;346;266;1327;1183;3;174
189;887;3983403;8219;4666;320;76;1672;2877;6;165
190;5150;2457743;771;2954;73;345;1366;956;8;18
191;621;2529866;5279;9233;78;82;1231;2037;6;580
192;3838;4462762;5449;2035;171;15;1456;1687;2;62
193;6209;2323356;4510;6620;73;247;798;2789;1;73
194;1689;2572368;7098;5603;169;282;1102;362;4;692
195;7020;1277551;1098;2333;247;153;1713;772;3;71
196;7978;4711897;7661;6520;97;31;1450;136;9;216
197;5155;1766699;666;9472;59;121;1013;1832;2;171
198;3442;1455432;8791;8352;190;14;465;886;4;611
199;3828;1508708;9481;2489;96;351;1651;3;5;921
200;2092;2324222;2090;1992;167;7;540;2865;5;932
201;5356;547729;3899;6897;150;169;1767;605;6;181
202;1124;109607;7895;6572;115;54;797;1864;1;452
203;6467;4788477;5293;7789;329;85;1142;1562;9;634
204;7754;1924495;6183;1856;128;264;529;873;8;10
205;2560;4207971;7862;7553;290;234;375;2885;10;696
206;6137;3894496;7137;6852;33;294;442;688;6;548
207;1634;4378061;8114;1545;268;107;1928;827;9;964
208;1301;1094647;3517;8980;268;170;635;786;7;963
209;5818;1405831;262;291;130;355;1208;2223;3;468
210;715;208988;3469;4238;111;189;589;167;1;830
211;64;4727936;5564;9303;327;309;1333;278;9;303
212;7152;4743305;1599;9801;249;241;1338;818;4;735
213;7656;2605631;7857;3793;218;181;1240;1735;1;786
214;9272;1126122;4437;6105;180;330;1072;418;10;442
215;8122;4256306;5941;4909;155;277;1938;2960;7;47
216;7298;3534995;3790;6966;142;173;387;2497;10;933
217;9275;3304822;6138;8817;62;160;1222;1368;7;831
218;9621;4176850;958;271;272;198;1141;1314;6;630
219;8728;2474145;5026;39;86;251;1768;1641;8;702
220;5841;1866294;120;9837;121;136;1801;1384;6;621
221;7275;2910893;4257;5857;325;265;1284;680;7;945
222;3614;2060360;1584;1424;289;103;726;1250;3;958
223;3021;2846280;9464;2609;301;157;1426;1626;3;964
224;2381;4890842;9843;2468;238;77;456;1162;2;32
225;6529;4091088;5148;193;167;86;1705;838;4;409
226;4900;2921260;3097;5341;147;326;576;2600;7;342
227;7814;2830822;8913;4698;111;238;1756;1736;4;130
228;6851;323676;1438;1852;151;285;1778;404;3;917
229;6661;4424300;4451;2203;146;25;1908;845;9;887
230;4932;677726;7802;2904;137;248;593;2585;4;128
231;3447;2702178;429;2941;6;212;1196;1566;8;73
232;1177;635754;8345;719;68;233;853;2577;9;834
233;5136;2390569;9887;2790;95;284;189;2679;2;647
234;8011;2636957;1445;7759;190;209;214;964;9;903
235;3056;20792;3944;4579;263;257;1151;298;10;670
236;8267;3042617;7279;2620;327;229;1750;2382;5;346
237;4840;1907726;929;5708;257;160;1112;652;3;887
238;828;3005184;5560;1613;272;341;448;557;8;105
239;8913;3448732;2257;6656;338;250;407;833;4;536
240;2716;175660;279;1632;37;4;478;1751;1;325
241;5754;3385851;9804;2627;40;337;908;2615;1;242
242;8643;2296105;4706;4183;163;330;597;1723;1;733
243;290;373887;6659;3964;355;73;1652;364;2;640
244;5652;1480668;5947;7441;294;87;714;1244;4;840
245;936;256131;2432;9852;253;184;640;532;10;657
246;195;929665;3304;5945;186;10;89;1579;10;318
247;6698;3624617;4240;7134;322;269;1280;1930;2;36
248;3962;4747693;550;3690;243;114;1631;1636;5;36
249;7112;76951;4068;1251;356;342;1274;1812;8;287
250;7459;4874418;8863;2455;1;83;1513;1072;5;541
251;6401;3702489;3924;2709;129;115;470;2947;4;545
252;5555;1756236;8905;3411;119;49;813;2660;5;989
253;4085;970982;1601;5452;240;191;1947;1402;6;992
254;9561;1314479;1740;823;165;226;951;235;9;76
255;2692;1791638;6407;8176;42;286;1340;2983;1;993
256;3404;4023326;2632;1203;300;350;470;2830;3;829
257;2070;4558270;1439;4632;296;34;692;265;8;810
258;9882;2926695;8780;2498;340;104;1563;1153;10;704
259;6223;4766272;8055;2423;329;209;188;2093;6;254
260;5212;1596384;7282;1679;199;273;1400;2277;4;947
261;310;2649525;8629;8600;222;240;180;2144;3;179
262;5158;828435;9523;5729;132;186;98;1315;9;718
263;1626;1413361;6378;9187;168;43;685;562;5;292
264;5269;2648856;4198;9038;65;269;1792;1844;6;117
265;226;2163802;7199;2699;170;80;66;51;2;18
266;686;2201065;2945;8161;95;113;193;2402;6;997
267;9978;2330713;1089;8383;74;39;1267;2509;6;941
268;9340;248810;8637;9808;237;60;1221;2419;6;626
269;4097;1967808;8117;9057;175;50;187;1452;1;270
270;7194;3640836;3068;7457;310;282;579;2788;3;125
271;8499;295407;4195;4979;143;135;683;2980;4;234
272;7416;3505415;6641;836;293;174;606;1898;5;191
273;4438;1158575;4843;6160;261;268;721;1435;1;725
274;4140;3585492;9118;1386;299;271;1244;1988;2;217
275;6625;2768212;906;7451;25;274;644;1865;1;720
276;5951;514714;2137;8531;113;22;1697;609;5;191
277;9952;887597;9203;5967;54;33;1907;1498;6;899
278;603;706606;3422;1332;227;222;1605;2113;5;682
279;5090;1215138;3758;9038;350;64;625;2227;8;672
280;5231;1074070;1545;3220;302;133;965;750;2;882
281;9508;1845878;9772;7442;355;269;1482;2755;6;415
282;9274;4709751;6878;9904;116;327;193;2004;6;724
283;7956;3512747;6371;5935;171;356;309;1024;4;983
284;8744;1255746;8414;7970;294;35;1872;1771;9;896
285;1065;1390106;1835;5493;245;90;1938;78;10;15
286;9662;1408258;5692;5539;2;246;1804;1048;2;49
287;9910;4716688;2767;1326;359;212;306;910;2;996
288;8368;1451016;1495;377;158;107;1571;1254;9;592
289;1375;4769672;962;9625;305;249;1624;2349;2;507
290;8590;912840;8395;7602;344;190;1102;2920;9;692
291;1936;4975510;1022;6790;310;125;1666;1753;3;365
292;2346;2769674;57;8193;107;2;1366;989;5;618
293;6345;128074;865;1827;185;36;321;1031;6;956
294;6790;2974201;3088;1666;104;216;777;2919;10;915
295;8879;2224522;9648;8918;242;131;660;347;7;564
296;5287;2928146;228;5548;155;243;1334;1312;3;993
297;7328;4771215;771;8693;321;203;823;2470;8;465
298;4540;1020338;2423;4842;74;221;315;932;3;625
299;1426;3074768;5523;829;249;181;616;412;10;238
300;9084;4219193;7990;9544;110;253;1722;279;8;181
301;7958;1133832;1870;1909;323;52;1652;1324;3;712
302;7353;2107545;6414;1584;163;247;1441;2297;9;595
303;8878;2142247;5030;8538;97;9;1876;2995;8;169
304;117;1742224;590;2598;51;179;1504;1146;6;271
305;2988;538971;4727;7119;354;191;386;694;5;321
306;9558;976298;1940;8703;241;54;1993;2284;1;66
307;4196;2472260;476;1912;72;124;970;2552;5;329
308;6563;1231037;5152;4060;218;36;766;1392;8;793
309;9872;657237;9339;2853;57;41;340;926;2;471
310;7856;3166367;4246;9293;104;3;1603;1378;8;482
311;5805;1976783;9126;8692;187;118;193;1570;4;828
312;3031;1274263;721;7612;292;116;1783;2430;3;829
313;7597;3500399;4004;3814;351;113;178;1382;8;721
314;5832;1109346;6955;2009;188;18;1256;2679;8;363
315;9992;802626;6570;9918;324;212;292;1483;2;46
316;2742;3046886;8516;2391;116;354;351;1413;3;927
317;68;4296186;6913;6827;23;36;1797;524;9;842
318;652;3075362;1080;9032;135;313;1781;2875;10;708
319;73;2384157;2574;7374;38;252;144;1275;9;64
320;5306;4109648;1660;5482;302;26;916;1662;5;121
321;6088;2493061;6006;2567;61;223;942;2459;6;635
322;4209;2086795;3665;8843;289;251;43;3000;1;783
323;344;2238421;2986;1877;322;198;329;2613;6;610
324;4962;453319;6471;8959;104;130;1269;109;6;863
325;3371;4985172;624;9419;352;330;691;1486;3;609
326;257;2130398;7594;6261;227;27;875;691;6;325
327;9662;670682;7506;7172;70;320;277;667;3;353
328;5184;1050099;1341;3960;295;149;1904;896;9;793
329;2111;4860254;6959;45;300;132;901;2025;6;362
330;3310;3441282;4189;6062;331;203;1445;1429;9;990
331;8381;4299857;6371;8217;211;336;1638;2608;7;641
332;8076;3061862;5616;180;246;149;894;1736;2;715
333;8025;233893;4035;3943;278;109;1408;2398;9;152
334;541;3618396;1603;1478;304;102;1543;1409;3;655
335;2948;4754921;9873;9705;103;206;1118;1294;3;976
336;6025;964287;4101;4211;52;239;609;1790;7;963
337;1373;4829676;3876;6955;323;27;1907;1398;9;706
338;9884;2683448;7310;6548;267;96;1539;269;9;524
339;1325;4581537;5811;2982;12;86;1467;2591;5;551
340;1015;4780124;5760;5438;338;205;1240;2672;6;402
341;8149;1766450;5671;1455;126;292;681;1645;6;259
342;8891;1946039;5468;36;187;8;381;2369;1;580
343;8290;4877464;6657;998;152;17;485;1687;8;883
344;8539;4544098;7186;2363;255;21;833;2426;6;456
345;4685;4017199;4740;8219;47;337;434;1683;3;246
346;5031;3543286;6131;4258;38;291;313;2016;10;624
347;2776;1903511;8786;567;40;98;1549;1011;9;541
348;6956;2642302;6789;3670;162;104;238;1407;9;652
349;2394;4950027;6147;9832;177;161;438;2655;9;792
350;5491;3585134;3815;884;155;231;1816;175;3;729
351;7920;4444252;3551;6136;165;13;1964;2020;3;169
352;6711;4763538;4639;3987;177;193;513;2591;2;92
353;4261;2343695;277;4217;131;260;1372;1452;3;725
354;9984;3073322;7444;5304;144;12;1385;2664;10;642
355;592;3955282;9190;5422;179;162;255;2423;9;787
356;330;4222081;8307;402;270;103;1476;1834;2;417
357;5971;4881421;8404;9327;45;260;822;286;8;133
358;990;3694630;9922;5534;174;88;707;2187;9;681
359;638;376717;6485;5113;65;69;158;181;5;74
360;7167;4611580;5886;9686;328;323;1986;551;8;605
361;455;333500;8353;914;40;28;376;30;5;462
362;2109;2626161;7858;6031;148;50;849;2508;7;475
363;3707;3506220;4469;4209;97;33;1120;766;7;928
364;1670;4426062;1987;3498;182;36;1828;1975;1;716
365;5388;2213370;4709;3282;57;153;1192;1538;5;950
366;403;4007074;6850;7437;72;63;1064;568;5;808
367;5243;2039198;1418;8899;322;80;576;498;7;769
368;4157;4832608;8890;8579;246;227;81;933;7;956
369;4752;4671092;3785;524;225;196;647;460;1;736
370;4306;130471;5550;9930;90;204;113;1354;5;804
371;4662;1090506;4315;7059;311;207;1277;2726;8;319
372;2078;2132503;8877;4886;153;168;953;281;6;50
373;6748;4404528;2025;5628;322;96;922;2608;9;582
374;3349;4492412;7891;5650;226;31;1274;1521;2;940
375;2998;46960;4464;3184;345;14;1110;1041;2;377
376;3339;1567243;1227;7117;190;51;1090;723;8;74
377;5278;1875261;6496;5018;164;72;1931;2788;10;37
378;9323;2332528;912;413;156;123;1720;2273;8;930
379;2287;1178477;9341;5377;240;247;1145;2225;8;795
380;1592;2949720;9993;6396;319;272;871;620;4;730
381;5821;2567294;8303;3258;330;299;432;2502;7;617
382;46;650265;9173;571;98;352;348;998;1;562
383;5535;4084964;7442;3619;276;214;1933;1947;6;922
384;6378;2084210;3124;3573;349;235;1816;2595;8;985
385;8502;1938447;999;1653;148;75;1940;2961;4;275
386;8930;957324;9146;1757;10;118;973;648;10;167
387;6452;1917144;5196;4940;339;157;878;2566;3;792
388;4121;3396081;2816;4775;213;217;210;590;6;446
389;7740;4307478;6156;2096;164;34;890;1065;5;28
390;2388;1882327;1753;8055;220;78;1180;2779;5;725
391;3174;4285291;8187;4017;322;36;1737;2783;8;961
392;248;842904;2096;8778;295;264;848;580;5;713
393;4643;2504764;9449;7026;59;170;868;849;9;176
394;3952;1020009;2599;2194;180;132;1614;1893;9;964
395;1662;4933220;1791;3054;302;217;1670;583;7;539
396;4145;3354116;5409;9501;87;81;1894;75;7;433
397;9229;3974084;8181;9714;178;133;476;569;3;727
398;4542;3501640;8020;3417;363;225;667;959;7;824
399;6980;488726;403;4789;212;247;1129;1582;9;767
400;9869;2946934;3554;4157;302;116;95;1564;9;455
401;6104;4965167;5468;4144;253;126;263;995;2;459
402;7792;564851;9680;4539;309;185;1480;1073;7;978
403;3977;491901;5192;347;172;249;427;729;4;47
404;5486;2643376;27;1974;22;65;1859;2564;1;37
405;1184;1993095;1135;5695;346;101;1779;1324;5;440
406;1871;3096835;7247;5305;339;119;87;2478;7;679
407;1032;2352750;8645;3772;169;231;1002;229;7;27
408;5061;4490662;4205;7521;232;253;1515;2626;9;411
409;1637;1389382;4384;4744;201;192;71;2193;4;923
410;6160;4298113;4504;9525;359;205;919;191;6;806
411;615;1923588;9126;4695;269;191;1218;630;1;898
412;1621;26925;8105;1796;25;140;1032;349;3;888
413;5660;2339710;9796;4128;52;350;998;31;3;137
414;9498;213651;120;702;275;139;486;2447;5;923
415;3594;1304124;2722;1221;308;19;485;643;2;180
416;7279;367117;1932;8147;165;354;371;1253;1;405
417;4425;1934777;1147;442;77;97;1915;934;9;820
418;4787;732751;2234;8380;42;180;1143;2902;4;103
419;5002;1394516;7252;9408;308;139;879;925;1;476
420;657;129261;8447;6183;157;211;1944;2246;1;790
421;3850;3068058;1780;5288;194;338;1803;2903;1;927
422;7682;586592;7889;348;89;96;94;2713;8;184
423;427;1031499;2091;778;25;323;1640;554;6;250
424;1026;1619378;508;6533;136;242;1130;614;3;644
425;2506;4590344;154;5899;194;103;570;664;5;715
426;7057;556108;2961;6793;171;119;337;2001;5;807
427;3940;4253236;3987;8317;362;41;1926;2943;8;360
428;5082;3900197;4612;211;135;244;40;2056;2;322
429;4079;2654102;8098;369;51;209;1499;95;9;195
430;1150;419171;5169;5868;103;136;28;1214;7;391
431;5883;4021583;9563;7985;294;48;776;808;9;67
432;3654;700193;6211;683;117;274;1050;473;6;145
433;7110;1390249;8182;55;327;156;1723;2180;10;184
434;766;690096;5982;1194;359;222;1207;2067;2;338
435;3640;3422464;1226;6571;306;237;1224;164;7;20
436;2272;435233;8497;3709;258;126;858;437;5;64
437;2998;2726503;3031;4499;334;133;551;1830;4;356
438;4582;4711809;982;4190;109;130;709;2765;10;93
439;1720;2212285;5645;5981;333;134;839;1332;1;273
440;6342;3586302;6243;2408;216;181;1444;883;2;147
441;7274;4624238;5888;283;309;92;756;32;3;995
442;1972;1645976;1511;9587;190;283;716;2275;3;258
443;6424;1116819;5594;6708;235;260;1332;117;1;551
444;5609;3753009;3445;2279;231;72;1478;2289;7;847
445;4995;3790492;6377;5564;70;129;1622;585;2;644
446;1030;1754796;7411;4834;266;13;1057;2126;9;409
447;4044;3876124;1077;3772;91;166;265;1949;1;365
448;9258;2238730;6719;3501;241;220;254;1165;8;775
449;7716;1465873;2162;7831;343;282;1518;404;3;908
450;8842;1425735;553;2373;39;255;1908;807;5;227
451;4324;1951633;3890;7036;44;2;50;777;8;973
452;5992;54012;6103;3420;66;208;1549;1120;3;669
453;5376;496719;3510;8454;304;180;396;629;8;263
454;6594;1477040;9410;7529;139;281;1150;1826;6;694
455;8353;2890628;1519;1211;329;77;1384;2821;4;107
456;5824;1462852;282;1156;334;225;522;2359;1;633
457;5490;4244624;2068;1325;316;35;742;123;1;342
458;1922;1204907;4917;9036;288;158;950;2806;2;289
459;1728;1381684;6702;1105;100;292;571;730;2;95
460;8834;1629301;9348;3018;66;90;787;641;3;365
461;3753;4900161;3680;6826;195;329;1699;35;8;48
462;1067;1074330;9543;2230;196;306;922;1576;9;822
463;6250;1311547;5031;2197;194;29;1953;934;3;668
464;3261;4018993;9389;7955;328;278;390;602;4;697
465;3731;3910645;1177;9644;130;86;1536;2234;2;828
466;1156;2494385;2328;9228;289;152;1562;2874;7;162
467;3345;504208;7399;9406;42;47;1762;284;5;203
468;4032;3402918;9590;2870;84;245;1139;304;5;717
469;7095;2073894;7294;3073;169;193;1710;1998;9;162
470;920;1108612;5425;5793;254;109;1252;911;6;244
471;4415;3297282;1712;981;259;111;1704;1283;7;706
472;86;3780007;1645;775;260;247;676;1318;8;32
473;4844;4400350;9387;1202;112;80;1262;299;7;895
474;9132;2457194;8623;7408;248;349;1004;1830;10;995
475;8702;277599;9443;4286;287;57;17;892;6;74
476;1219;4888676;8477;6053;82;1;1183;1875;2;983
477;9936;2128054;300;5852;70;358;156;628;10;108
478;3520;440024;8851;6617;324;48;194;392;1;677
479;1908;2647186;4872;4158;193;111;708;346;6;52
480;6936;4091771;4714;4056;65;189;1317;1891;6;243
481;7674;4855840;4925;1696;361;232;1713;180;8;616
482;2229;2227381;558;3049;78;278;1744;1862;7;309
483;9771;1268756;3103;8846;85;263;1473;968;6;210
484;6663;2431142;5734;8798;94;47;1071;1222;1;187
485;9977;2413710;9666;566;266;335;1160;656;2;845
486;9944;2289929;7499;4680;258;17;1527;1340;9;278
487;3187;4231529;767;294;308;337;971;2201;9;16
488;8382;895256;1716;80;75;35;1439;2548;4;984
489;2343;4553377;3549;8301;118;166;45;387;2;886
490;134;3083376;4495;1428;315;343;1060;2295;8;798
491;5868;4391949;8816;7178;28;26;1362;764;5;89
492;2015;2672364;7519;6236;15;178;1078;2966;10;474
493;324;3042708;2984;6497;287;326;282;2825;5;569
494;8919;1082627;8311;3746;134;12;1760;1108;1;846
495;8997;968981;3174;6503;33;335;1262;2393;2;943
496;3350;4216809;124;768;76;114;294;2760;8;484
497;153;3440678;9552;5614;188;287;1596;1337;1;718
498;6656;2443902;9477;5114;229;163;1958;1092;6;997
499;6776;3072062;8472;7106;24;363;1277;1514;7;132
500;1947;992980;4878;5575;20;340;647;1161;9;418
501;3020;4917164;9238;5298;327;102;114;1362;2;980
502;5894;2896886;2634;4015;18;274;1798;2468;2;550
503;1581;573494;6928;803;65;240;1314;2915;4;175
504;245;150491;8527;5779;127;178;491;1445;1;557
505;2541;3356610;1366;5581;261;26;1263;163;6;574
506;5134;152274;3724;8558;37;307;674;1686;7;870
